student_id,gender,parental_education,lunch,test_prep_course,weekly_study_hours,attendance_percent,math_score,reading_score,writing_score,average_score
357,female,associate's degree,standard,none,7.3,88.7,68.2,80.8,58.8,69.3
358,female,master's degree,standard,none,12.7,97.0,87.7,89.0,82.6,86.4
359,female,master's degree,free/reduced,none,8.2,90.3,70.0,75.7,70.8,72.2
360,male,some high school,free/reduced,none,7.6,95.5,57.3,65.7,69.0,64.0
361,female,some college,standard,none,7.0,85.2,61.7,71.4,76.9,70.0
362,female,associate's degree,free/reduced,completed,12.2,76.3,100.0,81.1,74.9,85.3
363,female,associate's degree,standard,none,7.9,91.4,70.7,69.4,70.5,70.2
364,female,high school,standard,none,3.3,91.8,67.4,74.2,71.8,71.1
365,female,high school,free/reduced,completed,12.5,100.0,77.7,74.0,84.7,78.8
366,female,some high school,standard,none,7.2,64.5,67.8,70.1,49.1,62.3
367,female,some high school,free/reduced,none,11.4,82.7,68.1,72.1,79.3,73.2
368,female,some college,free/reduced,none,11.5,95.3,71.1,70.2,77.6,73.0
369,female,some high school,standard,none,14.8,72.1,66.5,82.5,74.7,74.6
370,female,high school,standard,none,14.2,82.4,66.9,94.4,80.3,80.5
371,male,high school,free/reduced,none,7.7,100.0,63.8,83.3,62.8,70.0
372,male,some high school,free/reduced,none,9.3,98.9,72.5,61.2,69.5,67.7
373,male,some high school,free/reduced,none,4.8,75.8,78.4,74.4,70.8,74.5
374,male,bachelor's degree,standard,none,16.7,99.0,95.6,87.1,91.5,91.4
375,male,some college,free/reduced,none,11.8,96.5,89.5,75.4,77.3,80.7
376,male,high school,free/reduced,none,15.6,92.5,81.2,71.1,71.4,74.6
377,male,associate's degree,standard,none,8.7,88.5,74.9,76.8,68.8,73.5
378,male,some high school,standard,none,1.8,87.1,53.6,79.2,76.8,69.9
379,female,high school,standard,none,16.1,76.0,79.5,83.0,81.8,81.4
380,male,master's degree,standard,completed,10.4,79.5,69.3,82.6,82.8,78.2
381,female,bachelor's degree,standard,none,10.5,92.0,76.9,77.8,65.6,73.4
382,male,associate's degree,standard,none,10.2,86.1,89.9,73.9,68.8,77.5
383,female,some high school,standard,none,12.6,100.0,80.6,85.1,64.2,76.6
384,female,high school,free/reduced,completed,12.1,81.4,88.9,96.3,91.9,92.4
385,male,some high school,standard,completed,3.6,60.6,67.2,62.3,72.6,67.4
386,male,high school,standard,none,14.3,81.4,67.3,75.8,68.1,70.4
387,male,some high school,standard,completed,7.9,87.5,75.1,76.0,76.7,75.9
388,female,some high school,standard,completed,8.1,88.5,76.2,76.5,100.0,84.2
389,male,associate's degree,free/reduced,none,16.9,85.4,89.8,81.0,85.3,85.4
390,male,some high school,standard,completed,13.7,76.5,99.5,84.5,69.3,84.4
391,male,high school,standard,none,8.6,99.7,68.9,65.2,73.4,69.2
392,female,bachelor's degree,standard,completed,2.6,78.1,73.6,74.2,74.4,74.1
393,male,high school,standard,none,10.6,91.8,74.7,85.4,60.5,73.5
394,male,high school,free/reduced,none,12.2,81.8,69.2,73.9,70.9,71.3
395,male,some high school,standard,none,9.7,72.7,60.8,73.9,86.9,73.9
396,male,bachelor's degree,standard,completed,5.0,98.9,83.1,81.5,97.7,87.4
397,female,associate's degree,free/reduced,completed,6.8,59.6,76.2,73.3,78.3,75.9
398,female,some college,standard,none,5.0,76.2,71.6,77.1,70.2,73.0
399,female,associate's degree,free/reduced,none,10.9,89.1,64.5,74.1,78.9,72.5
400,female,some high school,standard,none,13.3,81.2,75.1,67.9,83.8,75.6
401,female,high school,standard,none,14.1,92.3,65.8,81.1,68.5,71.8
402,female,some college,free/reduced,completed,7.1,83.7,83.3,87.6,66.8,79.2
403,male,master's degree,free/reduced,completed,10.9,80.2,75.1,75.0,98.1,82.7
404,female,bachelor's degree,standard,none,12.2,100.0,80.3,94.2,87.1,87.2
405,male,associate's degree,free/reduced,none,8.0,82.6,66.4,77.4,83.0,75.6
406,female,some college,standard,completed,9.4,83.2,77.8,78.0,87.7,81.2
407,male,some high school,standard,none,18.5,73.9,72.2,75.3,84.8,77.4
408,male,bachelor's degree,free/reduced,completed,10.8,77.3,67.4,80.7,76.4,74.8
409,female,some high school,free/reduced,completed,13.5,91.3,95.7,88.1,87.4,90.4
410,female,some high school,standard,none,8.3,90.4,73.9,81.1,87.0,80.7
411,male,associate's degree,standard,completed,10.2,84.8,86.9,73.8,92.1,84.3
412,male,bachelor's degree,standard,none,3.1,77.8,85.9,61.8,67.9,71.9
413,male,associate's degree,standard,none,9.9,91.7,76.7,86.4,83.5,82.2
414,female,some college,standard,none,14.8,67.7,82.5,78.4,71.6,77.5
415,male,high school,free/reduced,none,18.4,81.4,79.0,78.4,61.6,73.0
416,female,some high school,free/reduced,none,14.8,82.3,83.3,77.3,77.7,79.4
417,female,bachelor's degree,free/reduced,none,12.7,76.3,79.5,89.9,88.3,85.9
418,female,master's degree,free/reduced,completed,10.2,86.3,85.9,77.5,94.9,86.1
419,male,high school,standard,none,7.6,78.1,68.5,79.7,59.6,69.3
420,male,bachelor's degree,free/reduced,none,9.4,76.8,74.1,66.4,78.4,73.0
421,female,some college,standard,completed,12.5,100.0,97.7,96.2,96.2,96.7
422,male,high school,free/reduced,completed,6.9,92.2,59.2,88.4,73.9,73.8
423,female,some college,standard,completed,13.7,96.8,88.3,79.5,71.3,79.7
424,male,some high school,standard,completed,6.1,85.4,73.4,80.7,85.4,79.8
425,male,some college,free/reduced,none,2.9,94.5,62.6,67.9,75.5,68.7
426,male,high school,standard,none,6.0,92.7,55.1,71.0,75.4,67.2
427,male,associate's degree,standard,none,3.3,97.0,76.9,75.8,60.2,71.0
428,female,some college,standard,none,4.5,100.0,64.9,70.1,65.9,67.0
429,male,bachelor's degree,free/reduced,none,14.5,82.6,76.6,69.6,83.5,76.6
430,female,bachelor's degree,standard,none,9.2,87.5,73.3,86.5,87.1,82.3
431,male,high school,free/reduced,none,10.9,84.4,57.7,77.9,73.3,69.6
432,male,high school,standard,none,14.6,49.7,70.4,64.6,65.7,66.9
433,female,master's degree,standard,completed,15.0,70.9,75.7,78.2,94.1,82.7
434,female,some college,standard,none,8.0,85.1,65.7,95.6,72.3,77.9
435,male,some high school,free/reduced,none,15.3,91.2,73.3,82.7,69.2,75.1
436,female,some high school,free/reduced,completed,11.5,79.2,77.8,82.1,73.1,77.7
437,male,master's degree,free/reduced,none,10.0,96.3,77.2,70.8,79.3,75.8
438,male,some college,standard,completed,11.8,97.8,86.2,81.9,82.7,83.6
439,female,some high school,free/reduced,completed,4.3,80.8,87.2,77.2,83.9,82.8
440,female,some college,standard,none,6.9,99.2,77.6,72.1,84.5,78.1
441,female,some college,standard,none,9.6,100.0,67.4,94.1,74.0,78.5
442,female,some college,free/reduced,completed,12.4,89.6,77.9,86.0,100.0,88.0
443,male,master's degree,free/reduced,none,8.5,75.1,66.6,76.5,63.3,68.8
444,male,master's degree,standard,none,9.5,99.6,79.2,74.4,84.4,79.3
445,female,some high school,free/reduced,none,13.9,83.3,68.2,67.2,81.9,72.4
446,female,high school,standard,none,15.6,81.2,73.0,73.3,88.7,78.3
447,male,some college,standard,none,13.1,86.1,92.2,79.7,58.0,76.6
448,female,bachelor's degree,free/reduced,none,15.1,79.6,78.9,77.8,87.2,81.3
449,male,associate's degree,standard,none,8.4,95.7,73.7,75.9,86.2,78.6
450,female,associate's degree,standard,completed,8.8,92.8,82.4,90.5,100.0,91.0
451,female,some college,standard,completed,11.3,97.2,84.9,90.8,71.9,82.5
452,male,high school,standard,none,8.8,90.8,84.9,86.3,67.3,79.5
453,male,bachelor's degree,free/reduced,completed,8.0,77.1,82.2,77.7,78.8,79.6
454,female,some high school,free/reduced,none,16.6,83.4,85.0,68.1,71.3,74.8
455,male,associate's degree,standard,completed,9.2,93.8,60.1,85.4,96.0,80.5
456,female,high school,standard,completed,6.1,80.9,80.0,92.6,76.6,83.1
457,female,some college,free/reduced,completed,11.9,100.0,92.3,82.5,97.2,90.7
458,female,master's degree,free/reduced,none,17.3,82.6,98.5,83.7,87.0,89.7
459,female,some college,free/reduced,completed,10.3,79.1,79.1,78.5,70.7,76.1
460,female,some high school,standard,none,14.9,96.5,66.4,84.3,71.8,74.2
461,male,some college,standard,none,8.2,92.5,79.3,78.0,70.5,75.9
462,male,associate's degree,standard,none,8.0,84.7,69.6,69.2,74.8,71.2
463,male,some high school,standard,none,7.2,82.7,55.3,68.7,76.7,66.9
464,female,high school,standard,completed,9.4,89.3,77.3,92.2,84.1,84.5
465,male,some high school,standard,none,17.3,93.4,90.8,87.5,83.7,87.3
466,female,some college,standard,none,5.4,92.6,81.1,84.6,64.1,76.6
467,male,some college,standard,completed,16.5,82.0,96.0,92.7,61.1,83.3
468,female,some college,standard,none,6.0,89.3,63.3,74.3,73.6,70.4
469,male,high school,standard,completed,9.1,93.4,100.0,79.7,85.8,88.5
470,male,associate's degree,free/reduced,none,13.3,92.6,68.1,84.6,72.5,75.1
471,male,high school,free/reduced,completed,12.5,54.1,75.8,63.5,64.9,68.1
472,male,bachelor's degree,free/reduced,completed,11.1,76.1,70.2,80.5,84.5,78.4
473,male,master's degree,free/reduced,none,3.4,77.2,77.2,56.2,85.3,72.9
474,female,some college,standard,none,11.4,82.7,80.3,75.8,77.2,77.8
475,female,some college,free/reduced,none,5.9,86.8,74.3,67.6,66.8,69.6
476,male,bachelor's degree,standard,none,20.3,94.2,91.3,76.9,77.4,81.9
477,male,high school,free/reduced,none,9.1,91.2,69.7,76.2,85.5,77.1
478,female,bachelor's degree,standard,completed,10.8,83.7,87.9,82.8,89.3,86.7
479,female,high school,standard,none,5.4,85.2,54.1,71.4,78.6,68.0
480,female,associate's degree,free/reduced,completed,8.1,100.0,88.8,84.0,96.5,89.8
481,female,high school,standard,completed,4.8,78.9,83.0,74.0,89.6,82.2
482,male,associate's degree,standard,none,13.9,88.0,78.3,91.0,70.6,80.0
483,male,bachelor's degree,free/reduced,none,9.0,100.0,74.9,73.8,83.6,77.4
484,male,some high school,standard,completed,12.3,88.5,86.5,83.5,88.2,86.1
485,female,bachelor's degree,free/reduced,none,7.3,64.6,80.4,61.6,75.8,72.6
486,male,some college,standard,none,8.0,88.7,77.3,71.3,81.4,76.7
487,female,some college,standard,none,15.2,81.1,80.9,78.1,75.3,78.1
488,female,high school,standard,none,6.1,83.9,65.8,72.0,73.2,70.3
489,female,some high school,standard,none,2.8,95.5,54.7,69.0,68.6,64.1
490,male,high school,free/reduced,none,11.6,89.7,68.0,74.0,76.9,73.0
491,female,associate's degree,standard,none,5.4,82.4,71.8,88.8,70.9,77.2
492,male,some high school,standard,completed,8.2,93.9,78.5,79.7,83.5,80.6
493,female,associate's degree,standard,completed,13.6,89.4,90.0,89.1,82.1,87.1
494,male,master's degree,free/reduced,none,6.7,86.1,77.6,71.6,72.4,73.9
495,male,master's degree,free/reduced,none,13.5,88.0,82.9,99.1,74.6,85.5
496,female,bachelor's degree,standard,none,7.3,87.5,77.5,92.8,78.8,83.0
497,female,bachelor's degree,standard,none,16.0,81.6,89.2,88.4,84.4,87.3
498,female,high school,free/reduced,none,15.3,80.4,76.9,81.5,73.5,77.3
499,female,master's degree,standard,none,8.1,85.3,76.8,76.0,79.5,77.4
500,male,high school,standard,completed,9.1,75.5,83.7,77.4,62.1,74.4
501,male,bachelor's degree,standard,none,6.7,72.4,58.5,75.1,81.2,71.6
502,male,bachelor's degree,standard,completed,10.8,98.0,98.8,89.7,83.6,90.7
503,female,associate's degree,free/reduced,completed,14.6,82.6,75.1,79.4,84.9,79.8
504,female,some college,free/reduced,completed,4.2,84.8,79.8,72.8,73.5,75.4
505,male,high school,standard,completed,13.7,83.6,86.3,87.2,90.7,88.1
506,male,some college,standard,none,4.7,85.2,78.6,74.8,63.6,72.3
507,female,high school,free/reduced,completed,6.6,85.2,74.9,62.5,84.0,73.8
508,male,some high school,standard,none,2.8,85.7,57.8,69.2,76.3,67.8
509,male,some high school,standard,completed,18.4,77.0,97.8,93.1,95.7,95.5
510,male,bachelor's degree,standard,completed,10.2,94.3,89.1,82.6,97.0,89.6
511,female,bachelor's degree,standard,none,11.0,78.1,78.9,82.2,84.8,82.0
512,male,some high school,free/reduced,none,7.3,95.3,68.4,58.7,58.5,61.9
513,female,some high school,standard,none,14.3,65.8,83.0,80.5,83.5,82.3
514,male,high school,free/reduced,none,1.6,74.4,66.0,54.7,71.8,64.2
515,male,some high school,standard,none,10.1,94.9,76.6,65.1,79.5,73.7
516,female,high school,free/reduced,none,18.8,83.5,67.4,76.3,84.0,75.9
517,female,some college,standard,none,8.5,78.3,69.6,94.7,76.2,80.2
518,female,some college,free/reduced,completed,10.1,88.8,81.0,78.5,80.0,79.8
519,female,some college,standard,none,12.7,74.5,91.3,67.9,85.8,81.7
520,male,high school,standard,completed,6.8,85.8,82.0,83.1,89.6,84.9
521,male,associate's degree,free/reduced,none,10.1,62.8,68.8,70.6,59.4,66.3
522,male,high school,standard,none,13.8,80.5,87.5,88.4,80.8,85.6
523,male,some college,free/reduced,completed,10.8,78.5,78.6,68.5,80.4,75.8
524,female,some college,standard,none,11.5,90.4,77.8,68.0,86.7,77.5
525,female,bachelor's degree,standard,completed,8.6,93.8,87.0,87.1,92.7,88.9
526,male,high school,standard,none,11.3,76.5,62.5,75.9,80.1,72.8
527,female,associate's degree,standard,none,10.2,100.0,86.9,86.1,90.6,87.9
528,male,high school,standard,none,15.8,79.1,83.3,84.8,81.4,83.2
529,female,bachelor's degree,standard,none,12.9,64.4,75.8,66.8,67.3,70.0
530,male,some college,standard,none,9.0,61.2,61.8,63.2,75.1,66.7
531,female,some college,free/reduced,none,0.2,100.0,64.8,71.7,72.6,69.7
532,male,bachelor's degree,standard,completed,12.9,84.1,100.0,93.6,78.0,90.5
533,female,associate's degree,standard,none,13.0,78.5,74.0,84.0,85.3,81.1
534,female,some high school,free/reduced,none,6.3,77.5,55.5,65.3,57.2,59.3
535,female,some high school,standard,none,2.0,74.1,66.1,60.5,75.4,67.3
536,male,master's degree,standard,none,5.4,98.5,63.4,86.8,92.0,80.7
537,female,some high school,standard,none,13.7,84.2,59.4,85.1,72.7,72.4
538,male,high school,standard,none,5.7,100.0,68.4,96.1,80.3,81.6
539,female,master's degree,standard,completed,8.2,83.0,79.4,86.9,93.3,86.5
540,female,some high school,free/reduced,none,10.9,61.5,64.4,80.6,72.6,72.5
541,male,high school,standard,none,14.9,93.4,76.6,69.4,66.0,70.7
542,female,high school,free/reduced,completed,9.9,81.3,80.4,75.9,86.0,80.8
543,female,some high school,free/reduced,none,9.6,82.6,66.6,66.4,72.0,68.3
544,male,some college,standard,completed,7.8,100.0,78.6,81.0,90.3,83.3
545,male,associate's degree,standard,completed,16.5,82.4,87.9,80.5,87.3,85.2
546,male,high school,standard,none,14.3,96.6,85.9,74.9,85.7,82.2
547,male,some high school,standard,none,9.6,85.0,80.5,72.0,72.8,75.1
548,female,bachelor's degree,standard,completed,4.4,77.5,86.0,79.9,90.5,85.5
549,female,bachelor's degree,free/reduced,none,6.8,90.1,76.9,82.5,87.8,82.4
550,male,some college,standard,completed,12.3,79.0,58.9,82.1,84.2,75.1
551,male,some high school,free/reduced,completed,7.1,97.3,67.9,77.6,85.3,76.9
552,female,some college,free/reduced,completed,13.6,94.6,82.5,98.3,89.2,90.0
553,male,associate's degree,standard,none,11.4,85.6,80.1,80.3,80.5,80.3
554,male,some college,standard,completed,11.2,91.1,72.9,85.9,80.4,79.7
555,female,bachelor's degree,free/reduced,none,12.6,90.6,89.1,80.7,86.4,85.4
556,female,some college,free/reduced,none,12.0,82.2,75.8,76.3,85.0,79.0
557,male,some college,standard,none,6.6,94.0,68.2,79.9,73.2,73.8
558,female,some high school,free/reduced,none,8.7,82.7,68.8,64.9,76.8,70.2
559,female,some college,standard,completed,19.4,91.2,92.1,100.0,96.5,96.2
560,female,associate's degree,standard,none,5.2,75.5,64.0,87.2,66.1,72.4
561,female,associate's degree,standard,none,8.1,86.0,78.9,88.0,81.4,82.8
562,female,high school,standard,completed,14.3,89.2,84.1,83.9,98.8,88.9
563,male,master's degree,standard,none,9.4,77.1,66.1,65.1,72.7,68.0
564,male,associate's degree,standard,none,6.8,80.9,67.6,70.6,58.8,65.7
565,female,some college,free/reduced,none,4.7,79.7,64.1,72.1,72.4,69.5
566,male,some college,standard,none,12.1,92.3,70.5,84.8,71.5,75.6
567,male,associate's degree,free/reduced,none,14.1,77.8,86.3,73.1,88.0,82.5
568,female,high school,free/reduced,completed,15.6,89.4,76.5,83.0,85.7,81.7
569,female,associate's degree,standard,completed,10.2,100.0,100.0,100.0,91.3,97.1
570,female,associate's degree,standard,completed,14.2,88.6,97.1,85.1,86.3,89.5
571,female,some college,free/reduced,none,5.9,68.9,57.2,77.6,71.2,68.7
572,male,bachelor's degree,standard,completed,10.7,86.3,88.0,93.3,82.0,87.8
573,male,some college,standard,completed,7.3,95.5,91.7,72.9,76.3,80.3
574,male,some college,standard,none,10.7,82.2,74.5,77.4,73.3,75.1
575,female,high school,standard,none,13.0,96.2,69.9,77.0,74.0,73.6
576,female,bachelor's degree,standard,none,14.3,91.2,84.6,77.8,95.0,85.8
577,male,high school,free/reduced,none,6.0,89.3,82.7,54.9,58.8,65.5
578,female,associate's degree,free/reduced,none,15.1,82.5,66.1,66.9,78.0,70.3
579,female,some college,standard,completed,8.1,80.0,85.3,86.7,79.3,83.8
580,female,master's degree,standard,none,5.9,82.5,74.5,76.6,68.9,73.3
581,female,master's degree,standard,none,9.3,85.7,77.7,84.6,95.3,85.9
582,male,some high school,standard,none,4.1,90.3,64.5,62.0,52.3,59.6
583,female,master's degree,standard,completed,10.0,89.3,85.4,88.3,100.0,91.2
584,male,associate's degree,free/reduced,none,11.2,82.1,82.0,71.6,61.2,71.6
585,male,some high school,standard,none,9.2,85.8,77.3,60.2,71.4,69.6
586,female,some college,free/reduced,completed,12.1,89.0,74.7,71.6,100.0,82.1
587,male,some high school,free/reduced,none,8.7,68.9,78.0,68.6,47.1,64.6
588,female,some college,standard,completed,10.0,77.4,72.2,85.2,74.5,77.3
589,male,high school,free/reduced,none,4.2,77.1,68.3,58.4,74.8,67.2
590,female,high school,free/reduced,completed,10.2,83.1,79.9,80.0,83.2,81.0
591,male,high school,free/reduced,completed,6.6,82.4,83.9,80.6,71.4,78.6
592,female,associate's degree,standard,completed,8.2,82.5,85.4,99.8,86.6,90.6
593,female,bachelor's degree,standard,none,9.6,76.4,84.9,72.2,71.5,76.2
594,female,master's degree,free/reduced,none,10.8,91.9,77.0,86.3,82.0,81.8
595,female,high school,standard,none,3.4,87.9,75.5,90.4,85.2,83.7
596,female,some college,standard,completed,3.7,68.7,77.1,78.8,77.1,77.7
597,male,some high school,standard,none,8.8,85.3,89.2,83.5,71.5,81.4
598,female,some college,free/reduced,none,11.9,73.9,66.6,53.7,83.0,67.8
599,female,master's degree,free/reduced,none,11.4,100.0,88.7,95.0,98.7,94.1
600,male,some high school,standard,completed,13.6,80.6,88.3,81.0,76.3,81.9
601,male,bachelor's degree,free/reduced,none,15.2,81.2,80.7,62.6,78.2,73.8
602,female,associate's degree,free/reduced,none,12.0,86.0,70.7,84.2,73.2,76.0
603,male,high school,standard,none,9.9,83.2,77.7,81.8,67.0,75.5
604,male,associate's degree,standard,completed,5.9,84.6,68.5,91.0,78.8,79.4
605,female,high school,free/reduced,none,6.2,100.0,57.7,84.3,69.2,70.4
606,female,bachelor's degree,standard,completed,8.1,87.4,90.1,87.6,75.7,84.5
607,female,some high school,standard,completed,11.1,93.5,71.3,79.5,70.5,73.8
608,female,some high school,free/reduced,none,10.9,96.4,83.5,71.9,68.8,74.7
609,male,associate's degree,standard,completed,10.0,75.4,81.3,81.7,83.4,82.1
610,female,some college,standard,none,9.4,100.0,79.3,84.6,90.2,84.7
611,male,some high school,standard,none,12.5,92.1,77.8,72.0,69.6,73.1
612,male,some college,standard,none,10.8,94.7,81.5,78.5,75.1,78.4
613,male,high school,free/reduced,none,11.2,76.5,68.4,76.6,73.4,72.8
614,male,some college,free/reduced,none,11.2,93.3,71.4,77.4,78.9,75.9
615,male,associate's degree,free/reduced,none,7.8,89.3,70.2,91.3,71.0,77.5
616,male,bachelor's degree,standard,none,5.9,79.8,81.2,91.6,73.3,82.0
617,male,some high school,standard,completed,12.0,100.0,94.8,75.3,98.5,89.5
618,male,associate's degree,standard,none,11.7,90.8,89.9,74.7,74.9,79.8
619,male,master's degree,free/reduced,none,9.1,82.8,77.0,65.2,70.5,70.9
620,female,some college,standard,none,8.3,87.1,72.6,68.8,64.8,68.7
621,male,associate's degree,standard,none,19.1,94.3,74.9,88.7,85.7,83.1
622,female,some high school,standard,none,7.0,96.5,76.9,68.6,73.5,73.0
623,male,bachelor's degree,free/reduced,none,9.1,91.0,80.8,67.6,89.5,79.3
624,male,some college,standard,none,11.1,97.4,75.6,76.7,74.4,75.6
625,female,bachelor's degree,standard,none,5.4,99.9,81.8,88.1,87.8,85.9
626,female,associate's degree,standard,completed,10.5,72.8,94.0,81.9,93.4,89.8
627,male,bachelor's degree,standard,completed,17.2,80.3,94.1,85.9,100.0,93.3
628,female,some high school,free/reduced,none,13.7,75.8,80.5,79.9,61.7,74.0
629,female,associate's degree,free/reduced,completed,12.5,86.2,86.4,89.3,99.0,91.6
630,male,high school,free/reduced,none,12.4,99.6,61.5,79.1,73.6,71.4
631,male,high school,standard,none,10.4,91.7,72.3,83.3,73.3,76.3
632,female,high school,standard,completed,13.8,74.7,82.0,76.4,82.9,80.4
633,male,associate's degree,standard,none,9.4,82.3,80.1,77.6,71.5,76.4
634,female,associate's degree,free/reduced,none,8.3,95.5,65.8,73.0,74.8,71.2
635,male,master's degree,standard,none,10.4,79.9,75.5,86.9,59.4,73.9
636,male,some high school,standard,completed,13.6,84.2,77.5,88.3,85.6,83.8
637,female,high school,standard,none,11.3,88.2,76.2,70.4,78.3,75.0
638,male,high school,standard,none,12.7,67.0,75.4,82.2,62.9,73.5
639,male,bachelor's degree,standard,none,1.9,93.0,78.3,66.0,73.6,72.6
640,female,some college,standard,none,14.8,88.6,87.9,91.3,99.3,92.8
641,female,some college,standard,none,19.4,90.9,88.3,87.0,87.3,87.5
642,female,associate's degree,standard,none,15.3,75.4,83.3,74.1,77.5,78.3
643,male,associate's degree,free/reduced,completed,8.7,77.5,79.3,69.7,92.3,80.4
644,male,high school,standard,none,6.6,79.2,70.9,68.4,63.2,67.5
645,male,some high school,standard,none,11.1,87.7,87.4,73.7,70.9,77.3
646,female,some college,standard,completed,6.1,85.9,59.7,77.9,80.5,72.7
647,female,bachelor's degree,free/reduced,none,12.9,86.5,76.2,84.6,77.8,79.5
648,female,associate's degree,standard,completed,7.9,100.0,87.4,78.1,95.8,87.1
649,male,some high school,standard,none,13.8,98.3,88.6,77.8,80.3,82.2
650,female,some college,free/reduced,none,15.4,78.0,68.0,77.0,70.7,71.9
651,male,some college,free/reduced,none,1.9,78.7,64.6,51.3,64.0,60.0
652,male,some college,free/reduced,completed,11.2,100.0,90.2,85.9,83.9,86.7
653,male,some college,standard,none,7.2,82.0,68.7,63.2,68.7,66.9
654,male,master's degree,free/reduced,none,4.4,99.0,56.0,56.5,74.7,62.4
655,female,high school,standard,completed,7.5,100.0,79.2,81.3,81.3,80.6
656,female,some college,free/reduced,none,9.1,79.8,60.4,71.8,67.5,66.6
657,male,associate's degree,free/reduced,none,14.1,82.5,82.3,82.7,74.4,79.8
658,male,bachelor's degree,free/reduced,completed,3.9,86.0,68.8,75.0,71.4,71.7
659,male,associate's degree,free/reduced,none,14.2,76.6,90.6,85.9,76.2,84.2
660,male,some college,standard,none,18.1,75.4,84.3,89.5,75.0,82.9
661,female,bachelor's degree,free/reduced,completed,12.4,81.2,77.8,94.5,79.9,84.1
662,female,some college,standard,none,12.2,93.7,75.4,92.1,76.1,81.2
663,female,master's degree,free/reduced,none,9.9,80.7,65.9,81.2,74.6,73.9
664,male,high school,free/reduced,completed,5.3,83.1,76.2,70.4,73.9,73.5
665,female,some high school,standard,none,12.1,80.5,87.0,81.1,76.1,81.4
666,female,bachelor's degree,standard,none,11.5,71.6,76.1,86.8,77.5,80.1
667,female,high school,standard,completed,12.9,100.0,95.4,91.2,83.1,89.9
668,male,bachelor's degree,free/reduced,none,20.3,61.8,74.4,74.2,85.9,78.2
669,male,associate's degree,standard,completed,12.9,78.7,89.7,72.1,91.6,84.5
670,female,some college,free/reduced,completed,11.7,90.8,100.0,90.1,86.5,92.2
671,female,some high school,standard,completed,16.2,71.2,74.9,86.4,91.8,84.4
672,male,associate's degree,free/reduced,none,4.6,91.2,77.8,61.5,73.1,70.8
673,female,some high school,free/reduced,none,5.4,97.7,75.6,73.3,69.8,72.9
674,female,master's degree,standard,completed,8.5,76.6,69.4,92.8,89.4,83.9
675,male,bachelor's degree,standard,completed,7.4,87.3,72.2,83.5,100.0,85.2
676,male,high school,standard,none,12.8,74.1,68.2,79.5,79.5,75.7
677,male,some high school,standard,none,8.7,90.3,80.5,79.0,79.4,79.6
678,male,bachelor's degree,standard,none,17.0,86.1,82.6,71.0,77.9,77.2
679,male,some college,free/reduced,none,16.1,87.4,77.5,74.0,79.2,76.9
680,male,some high school,free/reduced,none,13.1,98.9,80.5,78.2,89.8,82.8
681,male,some college,standard,none,8.5,89.9,75.7,82.8,77.4,78.6
682,male,high school,free/reduced,none,12.5,98.7,77.1,86.5,81.7,81.8
683,male,some college,standard,none,13.2,91.5,77.7,63.7,86.8,76.1
684,male,associate's degree,free/reduced,none,5.7,73.2,75.5,68.0,72.5,72.0
685,male,bachelor's degree,free/reduced,none,11.4,87.8,69.9,82.2,87.3,79.8
686,female,bachelor's degree,standard,none,12.8,90.1,95.4,93.7,85.3,91.5
687,male,high school,free/reduced,none,10.9,70.7,66.7,81.6,70.7,73.0
688,male,some college,free/reduced,completed,16.3,98.5,82.3,78.8,80.8,80.6
689,female,some college,free/reduced,none,14.9,85.9,82.4,75.4,98.1,85.3
690,male,master's degree,free/reduced,none,6.7,88.9,75.9,67.0,76.6,73.2
691,female,some high school,standard,completed,10.5,76.2,64.7,87.7,83.1,78.5
692,female,some college,standard,completed,6.7,85.9,82.0,73.4,95.9,83.8
693,male,bachelor's degree,standard,completed,12.3,88.2,78.4,96.9,83.9,86.4
694,female,some college,free/reduced,completed,6.5,81.9,68.8,87.1,81.0,79.0
695,male,high school,free/reduced,none,13.7,86.0,81.1,77.1,65.4,74.5
696,female,some college,standard,none,11.6,64.0,67.4,57.6,74.8,66.6
697,female,high school,free/reduced,none,13.9,98.8,79.7,73.9,75.1,76.2
698,male,bachelor's degree,standard,completed,9.4,74.0,80.8,88.6,87.4,85.6
699,male,some high school,standard,completed,4.2,63.4,87.1,60.4,71.2,72.9
700,male,high school,standard,none,17.1,75.6,80.1,74.3,69.8,74.7
701,female,some high school,standard,completed,9.3,76.8,69.9,79.8,79.4,76.4
702,male,associate's degree,standard,completed,15.5,90.6,83.0,95.6,87.5,88.7
703,female,high school,standard,completed,11.7,76.1,75.8,85.6,80.4,80.6
704,male,bachelor's degree,standard,none,12.7,88.0,82.6,82.7,86.3,83.9
705,male,bachelor's degree,standard,none,17.3,75.6,84.7,77.1,84.3,82.0
706,male,master's degree,free/reduced,none,11.4,100.0,86.8,80.6,80.1,82.5
707,female,high school,standard,completed,15.6,90.6,90.9,87.8,80.2,86.3
708,female,some high school,standard,completed,4.1,100.0,78.1,88.3,87.5,84.6
709,female,some college,standard,completed,13.5,75.0,88.6,84.1,76.8,83.2
710,male,master's degree,standard,completed,9.0,91.8,86.2,95.9,89.5,90.5
711,male,associate's degree,standard,completed,9.5,75.6,85.2,68.2,82.4,78.6
712,male,some high school,free/reduced,none,10.0,91.0,76.5,80.3,64.4,73.7
