student_id,gender,parental_education,lunch,test_prep_course,weekly_study_hours,attendance_percent,math_score,reading_score,writing_score,average_score,grade,result,z_score,performance_flag
262,female,some college,standard,none,7.6,80.3,81.3,75.9,64.7,74.0,C,Pass,-0.49,Average
263,female,high school,standard,completed,2.5,86.9,60.5,97.7,80.4,79.5,C,Pass,0.26,Average
264,female,some high school,standard,none,15.7,96.8,81.9,64.6,74.9,73.8,C,Pass,-0.52,Average
265,female,high school,standard,none,12.4,76.1,57.5,71.3,86.0,71.6,C,Pass,-0.82,Average
266,male,associate's degree,free/reduced,none,5.3,91.0,59.7,58.0,76.2,64.6,D,Fail,-1.77,Needs Support
267,male,high school,free/reduced,none,9.8,81.5,65.1,67.6,72.0,68.2,D,Fail,-1.28,Average
268,male,some college,standard,completed,13.8,100.0,71.6,86.6,100.0,86.1,B,Pass,1.15,Average
269,male,associate's degree,free/reduced,none,12.0,88.9,60.2,100.0,84.7,81.6,B,Pass,0.54,Average
270,female,some college,free/reduced,completed,11.5,83.2,81.8,85.9,89.2,85.6,B,Pass,1.08,Average
271,male,bachelor's degree,standard,completed,6.6,81.2,81.8,96.9,77.7,85.5,B,Pass,1.07,Average
272,male,bachelor's degree,free/reduced,none,7.5,95.1,71.4,86.2,63.3,73.6,C,Pass,-0.54,Average
273,male,high school,free/reduced,none,10.4,91.4,64.9,69.1,70.3,68.1,D,Fail,-1.29,Average
274,female,associate's degree,standard,completed,13.7,73.7,100.0,90.7,85.1,91.9,A,Pass,1.94,Top Performer
275,male,high school,standard,none,6.7,86.7,69.3,85.8,65.9,73.7,C,Pass,-0.53,Average
276,female,some high school,free/reduced,completed,5.5,71.1,62.8,75.4,72.9,70.4,C,Pass,-0.98,Average
277,female,some college,free/reduced,none,14.6,77.0,88.4,78.0,63.0,76.5,C,Pass,-0.15,Average
278,female,associate's degree,standard,none,6.3,71.6,75.2,78.8,85.7,79.9,C,Pass,0.31,Average
279,female,master's degree,standard,completed,14.3,71.2,86.5,77.6,82.0,82.0,B,Pass,0.59,Average
280,female,some high school,free/reduced,none,11.0,77.7,78.3,65.1,65.5,69.6,D,Fail,-1.09,Average
281,female,associate's degree,free/reduced,completed,13.5,74.7,83.9,86.5,89.0,86.5,B,Pass,1.2,Average
282,female,some college,standard,completed,17.0,89.8,96.7,95.4,79.0,90.4,A,Pass,1.73,Top Performer
283,female,some high school,standard,none,12.8,92.5,78.8,71.8,84.7,78.4,C,Pass,0.11,Average
284,female,master's degree,standard,none,13.1,82.2,73.5,81.5,90.4,81.8,B,Pass,0.57,Average
285,female,associate's degree,free/reduced,completed,6.3,73.3,82.3,78.3,78.1,79.6,C,Pass,0.27,Average
286,male,some high school,standard,completed,7.2,92.6,80.1,78.8,71.4,76.8,C,Pass,-0.11,Average
287,female,bachelor's degree,standard,none,12.6,64.2,69.2,83.9,74.4,75.8,C,Pass,-0.25,Average
288,female,some high school,standard,completed,16.1,65.2,78.4,83.2,68.9,76.8,C,Pass,-0.11,Average
289,male,some high school,standard,none,15.6,91.9,87.5,79.0,85.6,84.0,B,Pass,0.87,Average
290,male,high school,free/reduced,none,19.3,91.1,78.1,66.7,75.7,73.5,C,Pass,-0.56,Average
291,female,master's degree,standard,none,11.2,94.3,81.9,77.2,79.2,79.4,C,Pass,0.24,Average
292,female,some high school,standard,none,10.8,82.4,78.5,78.3,67.8,74.9,C,Pass,-0.37,Average
293,male,bachelor's degree,free/reduced,none,14.0,71.9,77.0,62.1,77.4,72.2,C,Pass,-0.73,Average
294,male,associate's degree,standard,completed,10.1,79.4,71.4,85.2,94.3,83.6,B,Pass,0.81,Average
295,male,some high school,standard,none,9.8,90.2,78.4,68.6,62.0,69.7,D,Fail,-1.07,Average
296,male,some college,free/reduced,none,5.8,76.9,72.8,61.6,62.2,65.5,D,Fail,-1.64,Needs Support
297,male,some college,standard,none,14.0,77.5,85.3,81.5,61.1,76.0,C,Pass,-0.22,Average
298,female,some college,free/reduced,none,5.7,70.5,77.2,64.3,74.4,72.0,C,Pass,-0.76,Average
299,female,associate's degree,free/reduced,none,12.0,72.9,75.7,68.5,75.9,73.4,C,Pass,-0.57,Average
300,female,associate's degree,standard,completed,4.3,93.0,85.5,80.2,100.0,88.6,B,Pass,1.49,Average
301,female,master's degree,standard,completed,14.4,89.1,100.0,94.0,93.3,95.8,A,Pass,2.47,Top Performer
302,male,high school,standard,completed,5.9,72.9,73.3,98.0,73.0,81.4,B,Pass,0.51,Average
303,female,bachelor's degree,free/reduced,completed,13.4,73.7,97.5,68.1,80.5,82.0,B,Pass,0.59,Average
304,female,some college,standard,none,3.6,78.9,81.1,73.3,79.4,77.9,C,Pass,0.04,Average
305,female,associate's degree,standard,none,8.2,90.1,81.4,78.1,66.9,75.5,C,Pass,-0.29,Average
306,female,bachelor's degree,standard,none,14.7,72.8,95.6,89.1,86.5,90.4,A,Pass,1.73,Top Performer
307,male,master's degree,standard,completed,6.8,82.9,89.7,81.6,86.7,86.0,B,Pass,1.14,Average
308,female,high school,standard,none,10.3,63.0,63.9,52.9,68.1,61.6,D,Fail,-2.17,Needs Support
309,male,some college,free/reduced,none,8.1,71.9,76.2,78.9,60.0,71.7,C,Pass,-0.8,Average
310,female,master's degree,free/reduced,none,0.8,88.8,67.8,66.2,82.7,72.2,C,Pass,-0.73,Average
311,female,master's degree,standard,none,11.2,93.6,84.7,84.9,98.7,89.4,B,Pass,1.6,Top Performer
312,female,some college,free/reduced,none,11.7,72.9,72.5,62.9,69.7,68.4,D,Fail,-1.25,Average
313,male,master's degree,standard,none,5.6,76.8,83.5,66.6,78.1,76.1,C,Pass,-0.21,Average
314,male,some college,standard,none,12.3,92.6,83.2,74.6,89.7,82.5,B,Pass,0.66,Average
315,female,some college,standard,none,6.8,80.6,65.4,82.5,70.4,72.8,C,Pass,-0.65,Average
316,male,associate's degree,free/reduced,none,6.0,79.1,70.9,76.7,66.7,71.4,C,Pass,-0.84,Average
317,female,some college,standard,none,10.0,89.8,81.7,74.8,69.4,75.3,C,Pass,-0.31,Average
318,male,some college,standard,completed,7.3,86.5,74.6,85.4,80.2,80.1,B,Pass,0.34,Average
319,male,some college,free/reduced,none,19.2,95.7,79.4,77.2,77.1,77.9,C,Pass,0.04,Average
320,male,some college,standard,completed,3.8,92.5,74.4,81.5,77.4,77.8,C,Pass,0.02,Average
321,male,some high school,free/reduced,none,13.0,78.8,66.2,71.1,62.3,66.5,D,Fail,-1.51,Needs Support
322,male,some high school,standard,completed,14.0,83.4,87.6,86.8,69.3,81.2,B,Pass,0.49,Average
323,male,associate's degree,free/reduced,none,2.1,84.0,71.6,63.8,57.2,64.2,D,Fail,-1.82,Needs Support
324,female,some college,free/reduced,completed,3.1,70.9,84.6,74.2,69.3,76.0,C,Pass,-0.22,Average
325,female,associate's degree,free/reduced,completed,12.2,74.8,90.9,84.7,88.9,88.2,B,Pass,1.44,Average
326,female,bachelor's degree,free/reduced,none,8.1,94.3,81.0,79.7,74.4,78.4,C,Pass,0.11,Average
327,female,high school,free/reduced,none,11.5,68.6,78.3,64.9,64.1,69.1,D,Fail,-1.16,Average
328,male,high school,free/reduced,none,14.6,94.6,87.1,89.4,78.4,85.0,B,Pass,1.0,Average
329,female,high school,standard,none,8.5,87.4,69.7,73.1,80.1,74.3,C,Pass,-0.45,Average
330,female,high school,standard,none,5.7,83.2,74.5,80.2,67.8,74.2,C,Pass,-0.46,Average
331,female,associate's degree,standard,none,0.0,90.0,68.7,76.6,69.9,71.7,C,Pass,-0.8,Average
332,male,some college,standard,none,10.8,89.4,75.7,86.6,80.0,80.8,B,Pass,0.43,Average
333,male,high school,standard,none,6.3,96.7,68.0,57.1,75.3,66.8,D,Fail,-1.47,Average
334,female,associate's degree,free/reduced,completed,11.3,80.6,77.0,100.0,78.2,85.1,B,Pass,1.01,Average
335,male,high school,free/reduced,completed,10.9,82.3,76.4,76.3,79.6,77.4,C,Pass,-0.03,Average
336,female,some high school,standard,none,4.5,82.1,56.3,61.9,70.9,63.0,D,Fail,-1.98,Needs Support
337,male,associate's degree,free/reduced,none,16.9,100.0,86.4,82.1,87.3,85.3,B,Pass,1.04,Average
338,male,associate's degree,standard,none,14.3,94.1,82.3,99.4,72.8,84.8,B,Pass,0.97,Average
339,male,high school,standard,none,13.4,75.3,77.1,78.0,78.8,78.0,C,Pass,0.05,Average
340,female,associate's degree,free/reduced,none,5.3,81.2,69.3,63.2,75.9,69.5,D,Fail,-1.1,Average
341,female,some high school,free/reduced,completed,8.4,77.5,79.6,73.4,70.2,74.4,C,Pass,-0.44,Average
342,male,some college,free/reduced,completed,7.8,84.7,72.0,88.7,86.1,82.3,B,Pass,0.64,Average
343,male,some college,standard,none,8.3,86.7,72.7,63.7,80.1,72.2,C,Pass,-0.73,Average
344,female,high school,standard,none,5.5,100.0,58.4,76.2,66.7,67.1,D,Fail,-1.43,Average
345,male,high school,free/reduced,none,11.7,66.3,51.3,65.4,81.3,66.0,D,Fail,-1.58,Needs Support
346,female,associate's degree,standard,completed,10.9,94.9,71.3,100.0,81.7,84.3,B,Pass,0.91,Average
347,male,some college,free/reduced,completed,11.5,89.0,93.6,78.9,73.9,82.1,B,Pass,0.61,Average
348,male,high school,free/reduced,completed,8.0,77.6,60.0,85.7,72.7,72.8,C,Pass,-0.65,Average
349,female,associate's degree,standard,completed,15.2,83.1,93.5,84.4,96.3,91.4,A,Pass,1.87,Top Performer
350,male,some high school,free/reduced,completed,10.8,79.6,88.6,69.5,80.1,79.4,C,Pass,0.24,Average
351,female,master's degree,standard,none,0.0,85.1,64.1,84.7,76.0,74.9,C,Pass,-0.37,Average
352,male,high school,free/reduced,none,7.4,94.7,81.6,76.4,80.0,79.3,C,Pass,0.23,Average
353,male,high school,standard,completed,9.8,69.4,94.1,63.9,80.8,79.6,C,Pass,0.27,Average
354,female,high school,standard,none,13.9,97.8,87.7,87.3,91.5,88.8,B,Pass,1.52,Top Performer
355,female,master's degree,standard,none,8.8,80.9,95.8,86.1,100.0,94.0,A,Pass,2.22,Top Performer
356,female,high school,standard,none,9.0,99.7,80.0,74.8,80.1,78.3,C,Pass,0.09,Average
357,female,associate's degree,standard,none,7.3,88.7,68.2,80.8,58.8,69.3,D,Fail,-1.13,Average
358,female,master's degree,standard,none,12.7,97.0,87.7,89.0,82.6,86.4,B,Pass,1.19,Average
359,female,master's degree,free/reduced,none,8.2,90.3,70.0,75.7,70.8,72.2,C,Pass,-0.73,Average
360,male,some high school,free/reduced,none,7.6,95.5,57.3,65.7,69.0,64.0,D,Fail,-1.85,Needs Support
361,female,some college,standard,none,7.0,85.2,61.7,71.4,76.9,70.0,C,Pass,-1.03,Average
362,female,associate's degree,free/reduced,completed,12.2,76.3,100.0,81.1,74.9,85.3,B,Pass,1.04,Average
363,female,associate's degree,standard,none,7.9,91.4,70.7,69.4,70.5,70.2,C,Pass,-1.01,Average
364,female,high school,standard,none,3.3,91.8,67.4,74.2,71.8,71.1,C,Pass,-0.88,Average
365,female,high school,free/reduced,completed,12.5,100.0,77.7,74.0,84.7,78.8,C,Pass,0.16,Average
366,female,some high school,standard,none,7.2,64.5,67.8,70.1,49.1,62.3,D,Fail,-2.08,Needs Support
367,female,some high school,free/reduced,none,11.4,82.7,68.1,72.1,79.3,73.2,C,Pass,-0.6,Average
368,female,some college,free/reduced,none,11.5,95.3,71.1,70.2,77.6,73.0,C,Pass,-0.63,Average
369,female,some high school,standard,none,14.8,72.1,66.5,82.5,74.7,74.6,C,Pass,-0.41,Average
370,female,high school,standard,none,14.2,82.4,66.9,94.4,80.3,80.5,B,Pass,0.39,Average
371,male,high school,free/reduced,none,7.7,100.0,63.8,83.3,62.8,70.0,C,Pass,-1.03,Average
372,male,some high school,free/reduced,none,9.3,98.9,72.5,61.2,69.5,67.7,D,Fail,-1.35,Average
373,male,some high school,free/reduced,none,4.8,75.8,78.4,74.4,70.8,74.5,C,Pass,-0.42,Average
374,male,bachelor's degree,standard,none,16.7,99.0,95.6,87.1,91.5,91.4,A,Pass,1.87,Top Performer
375,male,some college,free/reduced,none,11.8,96.5,89.5,75.4,77.3,80.7,B,Pass,0.42,Average
376,male,high school,free/reduced,none,15.6,92.5,81.2,71.1,71.4,74.6,C,Pass,-0.41,Average
377,male,associate's degree,standard,none,8.7,88.5,74.9,76.8,68.8,73.5,C,Pass,-0.56,Average
378,male,some high school,standard,none,1.8,87.1,53.6,79.2,76.8,69.9,D,Fail,-1.05,Average
379,female,high school,standard,none,16.1,76.0,79.5,83.0,81.8,81.4,B,Pass,0.51,Average
380,male,master's degree,standard,completed,10.4,79.5,69.3,82.6,82.8,78.2,C,Pass,0.08,Average
381,female,bachelor's degree,standard,none,10.5,92.0,76.9,77.8,65.6,73.4,C,Pass,-0.57,Average
382,male,associate's degree,standard,none,10.2,86.1,89.9,73.9,68.8,77.5,C,Pass,-0.02,Average
383,female,some high school,standard,none,12.6,100.0,80.6,85.1,64.2,76.6,C,Pass,-0.14,Average
384,female,high school,free/reduced,completed,12.1,81.4,88.9,96.3,91.9,92.4,A,Pass,2.0,Top Performer
385,male,some high school,standard,completed,3.6,60.6,67.2,62.3,72.6,67.4,D,Fail,-1.39,Average
386,male,high school,standard,none,14.3,81.4,67.3,75.8,68.1,70.4,C,Pass,-0.98,Average
387,male,some high school,standard,completed,7.9,87.5,75.1,76.0,76.7,75.9,C,Pass,-0.23,Average
388,female,some high school,standard,completed,8.1,88.5,76.2,76.5,100.0,84.2,B,Pass,0.89,Average
389,male,associate's degree,free/reduced,none,16.9,85.4,89.8,81.0,85.3,85.4,B,Pass,1.06,Average
390,male,some high school,standard,completed,13.7,76.5,99.5,84.5,69.3,84.4,B,Pass,0.92,Average
391,male,high school,standard,none,8.6,99.7,68.9,65.2,73.4,69.2,D,Fail,-1.14,Average
392,female,bachelor's degree,standard,completed,2.6,78.1,73.6,74.2,74.4,74.1,C,Pass,-0.48,Average
393,male,high school,standard,none,10.6,91.8,74.7,85.4,60.5,73.5,C,Pass,-0.56,Average
394,male,high school,free/reduced,none,12.2,81.8,69.2,73.9,70.9,71.3,C,Pass,-0.86,Average
395,male,some high school,standard,none,9.7,72.7,60.8,73.9,86.9,73.9,C,Pass,-0.5,Average
396,male,bachelor's degree,standard,completed,5.0,98.9,83.1,81.5,97.7,87.4,B,Pass,1.33,Average
397,female,associate's degree,free/reduced,completed,6.8,59.6,76.2,73.3,78.3,75.9,C,Pass,-0.23,Average
398,female,some college,standard,none,5.0,76.2,71.6,77.1,70.2,73.0,C,Pass,-0.63,Average
399,female,associate's degree,free/reduced,none,10.9,89.1,64.5,74.1,78.9,72.5,C,Pass,-0.69,Average
400,female,some high school,standard,none,13.3,81.2,75.1,67.9,83.8,75.6,C,Pass,-0.27,Average
401,female,high school,standard,none,14.1,92.3,65.8,81.1,68.5,71.8,C,Pass,-0.79,Average
402,female,some college,free/reduced,completed,7.1,83.7,83.3,87.6,66.8,79.2,C,Pass,0.21,Average
403,male,master's degree,free/reduced,completed,10.9,80.2,75.1,75.0,98.1,82.7,B,Pass,0.69,Average
404,female,bachelor's degree,standard,none,12.2,100.0,80.3,94.2,87.1,87.2,B,Pass,1.3,Average
405,male,associate's degree,free/reduced,none,8.0,82.6,66.4,77.4,83.0,75.6,C,Pass,-0.27,Average
406,female,some college,standard,completed,9.4,83.2,77.8,78.0,87.7,81.2,B,Pass,0.49,Average
407,male,some high school,standard,none,18.5,73.9,72.2,75.3,84.8,77.4,C,Pass,-0.03,Average
408,male,bachelor's degree,free/reduced,completed,10.8,77.3,67.4,80.7,76.4,74.8,C,Pass,-0.38,Average
409,female,some high school,free/reduced,completed,13.5,91.3,95.7,88.1,87.4,90.4,A,Pass,1.73,Top Performer
410,female,some high school,standard,none,8.3,90.4,73.9,81.1,87.0,80.7,B,Pass,0.42,Average
411,male,associate's degree,standard,completed,10.2,84.8,86.9,73.8,92.1,84.3,B,Pass,0.91,Average
412,male,bachelor's degree,standard,none,3.1,77.8,85.9,61.8,67.9,71.9,C,Pass,-0.78,Average
413,male,associate's degree,standard,none,9.9,91.7,76.7,86.4,83.5,82.2,B,Pass,0.62,Average
414,female,some college,standard,none,14.8,67.7,82.5,78.4,71.6,77.5,C,Pass,-0.02,Average
415,male,high school,free/reduced,none,18.4,81.4,79.0,78.4,61.6,73.0,C,Pass,-0.63,Average
416,female,some high school,free/reduced,none,14.8,82.3,83.3,77.3,77.7,79.4,C,Pass,0.24,Average
417,female,bachelor's degree,free/reduced,none,12.7,76.3,79.5,89.9,88.3,85.9,B,Pass,1.12,Average
418,female,master's degree,free/reduced,completed,10.2,86.3,85.9,77.5,94.9,86.1,B,Pass,1.15,Average
419,male,high school,standard,none,7.6,78.1,68.5,79.7,59.6,69.3,D,Fail,-1.13,Average
420,male,bachelor's degree,free/reduced,none,9.4,76.8,74.1,66.4,78.4,73.0,C,Pass,-0.63,Average
421,female,some college,standard,completed,12.5,100.0,97.7,96.2,96.2,96.7,A,Pass,2.59,Top Performer
422,male,high school,free/reduced,completed,6.9,92.2,59.2,88.4,73.9,73.8,C,Pass,-0.52,Average
423,female,some college,standard,completed,13.7,96.8,88.3,79.5,71.3,79.7,C,Pass,0.28,Average
424,male,some high school,standard,completed,6.1,85.4,73.4,80.7,85.4,79.8,C,Pass,0.3,Average
425,male,some college,free/reduced,none,2.9,94.5,62.6,67.9,75.5,68.7,D,Fail,-1.21,Average
426,male,high school,standard,none,6.0,92.7,55.1,71.0,75.4,67.2,D,Fail,-1.41,Average
427,male,associate's degree,standard,none,3.3,97.0,76.9,75.8,60.2,71.0,C,Pass,-0.9,Average
428,female,some college,standard,none,4.5,100.0,64.9,70.1,65.9,67.0,D,Fail,-1.44,Average
429,male,bachelor's degree,free/reduced,none,14.5,82.6,76.6,69.6,83.5,76.6,C,Pass,-0.14,Average
430,female,bachelor's degree,standard,none,9.2,87.5,73.3,86.5,87.1,82.3,B,Pass,0.64,Average
431,male,high school,free/reduced,none,10.9,84.4,57.7,77.9,73.3,69.6,D,Fail,-1.09,Average
432,male,high school,standard,none,14.6,49.7,70.4,64.6,65.7,66.9,D,Fail,-1.45,Average
433,female,master's degree,standard,completed,15.0,70.9,75.7,78.2,94.1,82.7,B,Pass,0.69,Average
434,female,some college,standard,none,8.0,85.1,65.7,95.6,72.3,77.9,C,Pass,0.04,Average
435,male,some high school,free/reduced,none,15.3,91.2,73.3,82.7,69.2,75.1,C,Pass,-0.34,Average
436,female,some high school,free/reduced,completed,11.5,79.2,77.8,82.1,73.1,77.7,C,Pass,0.01,Average
437,male,master's degree,free/reduced,none,10.0,96.3,77.2,70.8,79.3,75.8,C,Pass,-0.25,Average
438,male,some college,standard,completed,11.8,97.8,86.2,81.9,82.7,83.6,B,Pass,0.81,Average
439,female,some high school,free/reduced,completed,4.3,80.8,87.2,77.2,83.9,82.8,B,Pass,0.7,Average
440,female,some college,standard,none,6.9,99.2,77.6,72.1,84.5,78.1,C,Pass,0.07,Average
441,female,some college,standard,none,9.6,100.0,67.4,94.1,74.0,78.5,C,Pass,0.12,Average
442,female,some college,free/reduced,completed,12.4,89.6,77.9,86.0,100.0,88.0,B,Pass,1.41,Average
443,male,master's degree,free/reduced,none,8.5,75.1,66.6,76.5,63.3,68.8,D,Fail,-1.2,Average
444,male,master's degree,standard,none,9.5,99.6,79.2,74.4,84.4,79.3,C,Pass,0.23,Average
445,female,some high school,free/reduced,none,13.9,83.3,68.2,67.2,81.9,72.4,C,Pass,-0.71,Average
446,female,high school,standard,none,15.6,81.2,73.0,73.3,88.7,78.3,C,Pass,0.09,Average
447,male,some college,standard,none,13.1,86.1,92.2,79.7,58.0,76.6,C,Pass,-0.14,Average
448,female,bachelor's degree,free/reduced,none,15.1,79.6,78.9,77.8,87.2,81.3,B,Pass,0.5,Average
449,male,associate's degree,standard,none,8.4,95.7,73.7,75.9,86.2,78.6,C,Pass,0.13,Average
450,female,associate's degree,standard,completed,8.8,92.8,82.4,90.5,100.0,91.0,A,Pass,1.82,Top Performer
451,female,some college,standard,completed,11.3,97.2,84.9,90.8,71.9,82.5,B,Pass,0.66,Average
452,male,high school,standard,none,8.8,90.8,84.9,86.3,67.3,79.5,C,Pass,0.26,Average
453,male,bachelor's degree,free/reduced,completed,8.0,77.1,82.2,77.7,78.8,79.6,C,Pass,0.27,Average
454,female,some high school,free/reduced,none,16.6,83.4,85.0,68.1,71.3,74.8,C,Pass,-0.38,Average
455,male,associate's degree,standard,completed,9.2,93.8,60.1,85.4,96.0,80.5,B,Pass,0.39,Average
456,female,high school,standard,completed,6.1,80.9,80.0,92.6,76.6,83.1,B,Pass,0.74,Average
457,female,some college,free/reduced,completed,11.9,100.0,92.3,82.5,97.2,90.7,A,Pass,1.77,Top Performer
458,female,master's degree,free/reduced,none,17.3,82.6,98.5,83.7,87.0,89.7,B,Pass,1.64,Top Performer
459,female,some college,free/reduced,completed,10.3,79.1,79.1,78.5,70.7,76.1,C,Pass,-0.21,Average
460,female,some high school,standard,none,14.9,96.5,66.4,84.3,71.8,74.2,C,Pass,-0.46,Average
461,male,some college,standard,none,8.2,92.5,79.3,78.0,70.5,75.9,C,Pass,-0.23,Average
462,male,associate's degree,standard,none,8.0,84.7,69.6,69.2,74.8,71.2,C,Pass,-0.87,Average
463,male,some high school,standard,none,7.2,82.7,55.3,68.7,76.7,66.9,D,Fail,-1.45,Average
464,female,high school,standard,completed,9.4,89.3,77.3,92.2,84.1,84.5,B,Pass,0.93,Average
465,male,some high school,standard,none,17.3,93.4,90.8,87.5,83.7,87.3,B,Pass,1.31,Average
466,female,some college,standard,none,5.4,92.6,81.1,84.6,64.1,76.6,C,Pass,-0.14,Average
467,male,some college,standard,completed,16.5,82.0,96.0,92.7,61.1,83.3,B,Pass,0.77,Average
468,female,some college,standard,none,6.0,89.3,63.3,74.3,73.6,70.4,C,Pass,-0.98,Average
469,male,high school,standard,completed,9.1,93.4,100.0,79.7,85.8,88.5,B,Pass,1.48,Average
470,male,associate's degree,free/reduced,none,13.3,92.6,68.1,84.6,72.5,75.1,C,Pass,-0.34,Average
471,male,high school,free/reduced,completed,12.5,54.1,75.8,63.5,64.9,68.1,D,Fail,-1.29,Average
472,male,bachelor's degree,free/reduced,completed,11.1,76.1,70.2,80.5,84.5,78.4,C,Pass,0.11,Average
473,male,master's degree,free/reduced,none,3.4,77.2,77.2,56.2,85.3,72.9,C,Pass,-0.64,Average
474,female,some college,standard,none,11.4,82.7,80.3,75.8,77.2,77.8,C,Pass,0.02,Average
475,female,some college,free/reduced,none,5.9,86.8,74.3,67.6,66.8,69.6,D,Fail,-1.09,Average
476,male,bachelor's degree,standard,none,20.3,94.2,91.3,76.9,77.4,81.9,B,Pass,0.58,Average
477,male,high school,free/reduced,none,9.1,91.2,69.7,76.2,85.5,77.1,C,Pass,-0.07,Average
478,female,bachelor's degree,standard,completed,10.8,83.7,87.9,82.8,89.3,86.7,B,Pass,1.23,Average
479,female,high school,standard,none,5.4,85.2,54.1,71.4,78.6,68.0,D,Fail,-1.3,Average
480,female,associate's degree,free/reduced,completed,8.1,100.0,88.8,84.0,96.5,89.8,B,Pass,1.65,Top Performer
481,female,high school,standard,completed,4.8,78.9,83.0,74.0,89.6,82.2,B,Pass,0.62,Average
482,male,associate's degree,standard,none,13.9,88.0,78.3,91.0,70.6,80.0,B,Pass,0.32,Average
483,male,bachelor's degree,free/reduced,none,9.0,100.0,74.9,73.8,83.6,77.4,C,Pass,-0.03,Average
484,male,some high school,standard,completed,12.3,88.5,86.5,83.5,88.2,86.1,B,Pass,1.15,Average
485,female,bachelor's degree,free/reduced,none,7.3,64.6,80.4,61.6,75.8,72.6,C,Pass,-0.68,Average
486,male,some college,standard,none,8.0,88.7,77.3,71.3,81.4,76.7,C,Pass,-0.12,Average
487,female,some college,standard,none,15.2,81.1,80.9,78.1,75.3,78.1,C,Pass,0.07,Average
488,female,high school,standard,none,6.1,83.9,65.8,72.0,73.2,70.3,C,Pass,-0.99,Average
489,female,some high school,standard,none,2.8,95.5,54.7,69.0,68.6,64.1,D,Fail,-1.83,Needs Support
490,male,high school,free/reduced,none,11.6,89.7,68.0,74.0,76.9,73.0,C,Pass,-0.63,Average
491,female,associate's degree,standard,none,5.4,82.4,71.8,88.8,70.9,77.2,C,Pass,-0.06,Average
492,male,some high school,standard,completed,8.2,93.9,78.5,79.7,83.5,80.6,B,Pass,0.4,Average
493,female,associate's degree,standard,completed,13.6,89.4,90.0,89.1,82.1,87.1,B,Pass,1.29,Average
494,male,master's degree,free/reduced,none,6.7,86.1,77.6,71.6,72.4,73.9,C,Pass,-0.5,Average
495,male,master's degree,free/reduced,none,13.5,88.0,82.9,99.1,74.6,85.5,B,Pass,1.07,Average
496,female,bachelor's degree,standard,none,7.3,87.5,77.5,92.8,78.8,83.0,B,Pass,0.73,Average
497,female,bachelor's degree,standard,none,16.0,81.6,89.2,88.4,84.4,87.3,B,Pass,1.31,Average
498,female,high school,free/reduced,none,15.3,80.4,76.9,81.5,73.5,77.3,C,Pass,-0.04,Average
499,female,master's degree,standard,none,8.1,85.3,76.8,76.0,79.5,77.4,C,Pass,-0.03,Average
500,male,high school,standard,completed,9.1,75.5,83.7,77.4,62.1,74.4,C,Pass,-0.44,Average
501,male,bachelor's degree,standard,none,6.7,72.4,58.5,75.1,81.2,71.6,C,Pass,-0.82,Average
502,male,bachelor's degree,standard,completed,10.8,98.0,98.8,89.7,83.6,90.7,A,Pass,1.77,Top Performer
503,female,associate's degree,free/reduced,completed,14.6,82.6,75.1,79.4,84.9,79.8,C,Pass,0.3,Average
504,female,some college,free/reduced,completed,4.2,84.8,79.8,72.8,73.5,75.4,C,Pass,-0.3,Average
505,male,high school,standard,completed,13.7,83.6,86.3,87.2,90.7,88.1,B,Pass,1.42,Average
506,male,some college,standard,none,4.7,85.2,78.6,74.8,63.6,72.3,C,Pass,-0.72,Average
507,female,high school,free/reduced,completed,6.6,85.2,74.9,62.5,84.0,73.8,C,Pass,-0.52,Average
508,male,some high school,standard,none,2.8,85.7,57.8,69.2,76.3,67.8,D,Fail,-1.33,Average
509,male,some high school,standard,completed,18.4,77.0,97.8,93.1,95.7,95.5,A,Pass,2.43,Top Performer
510,male,bachelor's degree,standard,completed,10.2,94.3,89.1,82.6,97.0,89.6,B,Pass,1.63,Top Performer
511,female,bachelor's degree,standard,none,11.0,78.1,78.9,82.2,84.8,82.0,B,Pass,0.59,Average
512,male,some high school,free/reduced,none,7.3,95.3,68.4,58.7,58.5,61.9,D,Fail,-2.13,Needs Support
513,female,some high school,standard,none,14.3,65.8,83.0,80.5,83.5,82.3,B,Pass,0.64,Average
514,male,high school,free/reduced,none,1.6,74.4,66.0,54.7,71.8,64.2,D,Fail,-1.82,Needs Support
515,male,some high school,standard,none,10.1,94.9,76.6,65.1,79.5,73.7,C,Pass,-0.53,Average
516,female,high school,free/reduced,none,18.8,83.5,67.4,76.3,84.0,75.9,C,Pass,-0.23,Average
517,female,some college,standard,none,8.5,78.3,69.6,94.7,76.2,80.2,B,Pass,0.35,Average
518,female,some college,free/reduced,completed,10.1,88.8,81.0,78.5,80.0,79.8,C,Pass,0.3,Average
519,female,some college,standard,none,12.7,74.5,91.3,67.9,85.8,81.7,B,Pass,0.55,Average
520,male,high school,standard,completed,6.8,85.8,82.0,83.1,89.6,84.9,B,Pass,0.99,Average
521,male,associate's degree,free/reduced,none,10.1,62.8,68.8,70.6,59.4,66.3,D,Fail,-1.53,Needs Support
522,male,high school,standard,none,13.8,80.5,87.5,88.4,80.8,85.6,B,Pass,1.08,Average
523,male,some college,free/reduced,completed,10.8,78.5,78.6,68.5,80.4,75.8,C,Pass,-0.25,Average
524,female,some college,standard,none,11.5,90.4,77.8,68.0,86.7,77.5,C,Pass,-0.02,Average
